id,time,pos,open,high,low,close,volume,bidVolume,askVolume,vwap,calc__label:smaLow14__tf:same__id:sma__source:low__length:14__out:value,calc__label:emaOpen21__tf:same__id:ema__source:open__length:21__out:value,calc__label:vwmaHigh120__tf:same__id:vwma__source:high__length:120__out:value,calc__label:wmaLow31__tf:same__id:wma__source:low__length:31__out:value,calc__label:rmaHigh40__tf:same__id:rma__source:high__length:40__out:value,calc__label:hmaOpen150__tf:same__id:hma__source:open__length:150__out:value,calc__label:crossaboveHighSma20__tf:same__id:crossabove__series1:high__series2:sma20__out:value,calc__label:crossbelowHighSma20__tf:same__id:crossbelow__series1:high__series2:sma20__out:value,calc__label:stdDevLow22__tf:same__id:stdev__source:low__length:22__out:value,calc__label:changeHigh8__tf:same__id:change__source:high__length:8__out:value,calc__label:truerange__tf:same__id:truerange__out:value,calc__label:linearRegressionHigh35__tf:same__id:linreg__source:high__length:35__out:value,calc__label:pivothigh5__tf:same__id:pivothigh__source:high__length:5__out:value,calc__label:pivotlow5__tf:same__id:pivotlow__source:low__length:5__out:value,calc__label:rateofchangeOpen36__tf:same__id:rateofchange__source:open__length:36__out:value,calc__label:sumLow250__tf:same__id:sum__source:low__length:250__out:value,calc__label:cumulativeLow__tf:same__id:cumulative__source:low__out:value,calc__label:atr18__tf:same__id:atr__length:18__out:value,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:top,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:mid,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:bot,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:macd,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:signal,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:hist,calc__label:rsiLow21__tf:same__id:rsi__source:low__length:21__out:value,calc__label:stochasticOpen14__tf:same__id:stochastic__source:open__high:high__low:low__length:14__out:value,calc__label:vwapOpenDaily__tf:same__id:vwap__source:open__resetCondition:daily__out:value,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:vwap,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:top1,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:bot1
1772478437250000000,1772478437250,4245522,195.421875,195.421875,195.265625,195.265625,65,51,14,195.3341346153846,195.265625,195.421875,195.421875,195.265625,195.421875,195.421875,0.000000,0.000000,0.000000,0.000000,0.156250,195.744934,0.000000,0.000000,0.000000,0.000000,195.265625,0.156250,195.265625,195.265625,195.265625,0.000000,0.000000,0.000000,0.000000,100.000000,195.421875,195.265625,195.265625,195.265625
1772478437750000000,1772478437750,4245523,195.234375,195.234375,195.078125,195.078125,157,74,83,195.16033041401275,195.171875,195.296875,195.289276,195.140625,195.417191,195.338547,0.000000,0.000000,0.000000,-0.187500,0.187500,195.744934,0.000000,0.000000,0.000000,0.000000,390.343750,0.157986,195.171875,195.171875,195.171875,0.000000,0.000000,0.000000,100.000000,45.454544,195.289276,195.133026,195.190735,195.075317
1772478569250000000,1772478569250,4245524,195.0625,195.109375,194.953125,194.953125,129,49,80,195.05523255813952,195.098953,195.179688,195.223160,195.046875,195.409500,195.259109,0.000000,0.000000,0.000000,-0.312500,0.156250,195.744934,0.000000,0.000000,0.000000,0.000000,585.296875,0.157890,195.098953,195.098953,195.098953,0.000000,0.000000,0.000000,0.000000,23.333334,195.205933,195.066910,195.164597,194.969223
1772478636625000000,1772478636625,4245525,194.9375,194.9375,194.78125,194.78125,284,164,120,194.8663622359155,195.019531,195.082809,195.095398,194.940628,195.397705,195.188599,0.000000,194.937500,0.000000,-0.484375,0.171875,195.744934,0.000000,0.000000,0.000000,0.000000,780.078125,0.158667,195.019531,195.019531,195.019531,0.000000,0.000000,0.000000,0.000000,24.390244,195.085876,194.939148,195.089798,194.788498
1772478834125000000,1772478834125,4245526,194.765625,194.765625,194.609375,194.609375,537,437,100,194.71051559590316,194.937500,194.977081,194.944305,194.830215,195.381897,195.118088,0.000000,0.000000,0.000000,-0.656250,0.171875,195.744934,0.000000,0.000000,0.000000,0.000000,974.687500,0.159400,194.937500,194.937500,194.937500,0.000000,0.000000,0.000000,0.000000,19.230770,194.939133,194.788055,194.975555,194.600555
1772479033375000000,1772479033375,4245527,194.578125,194.671875,194.515625,194.671875,517,156,361,194.5990087040619,194.867188,194.863098,194.860901,194.740326,195.364151,195.045227,0.000000,0.000000,0.000000,-0.750000,0.156250,195.744934,0.000000,194.515625,0.000000,0.000000,1169.203125,0.159225,194.867188,194.867188,194.867188,0.000000,0.000000,0.000000,0.000000,6.896552,194.828629,194.704666,194.908340,194.500992
1772479232500000000,1772479232500,4245528,194.703125,194.828125,194.671875,194.828125,1217,131,1086,194.76188886606408,194.839279,194.823105,194.847168,194.723221,195.350754,194.989700,0.000000,0.000000,0.000000,-0.593750,0.156250,195.744934,0.000000,0.000000,0.000000,0.000000,1363.875000,0.159060,194.839279,194.839279,194.839279,0.000000,0.000000,0.000000,0.000000,20.689655,194.776077,194.690933,194.846970,194.534897
1772479365875000000,1772479365875,4245529,194.875,194.90625,194.75,194.90625,314,23,291,194.86589371019107,194.828125,194.834641,194.852936,194.729172,195.339645,194.955246,194.750000,0.000000,0.000000,-0.515625,0.156250,195.744934,0.000000,0.000000,0.000000,0.000000,1558.625000,0.158904,194.828125,194.828125,194.828125,0.000000,0.000000,0.000000,48.428024,39.655174,194.785721,194.696686,194.846375,194.546997
1772479431750000000,1772479431750,4245530,194.921875,195.046875,194.890625,194.890625,496,203,293,194.98796622983872,194.835068,194.852081,194.878815,194.761459,195.332321,194.934616,0.000000,0.000000,0.000000,-0.375000,0.156250,195.744934,195.046875,0.000000,0.000000,0.000000,1753.515625,0.158757,194.835068,194.835068,194.835068,0.000000,0.000000,0.000000,49.554180,44.827587,194.803894,194.722580,194.881668,194.563492
1772479630375000000,1772479630375,4245531,194.84375,194.859375,194.703125,194.703125,308,246,62,194.84856939935065,194.821869,194.850571,194.877335,194.750854,195.320496,194.919327,0.000000,194.859375,0.000000,-0.375000,0.187500,195.744934,0.000000,0.000000,0.000000,0.000000,1948.218750,0.160353,194.821869,194.821869,194.821869,0.000000,0.000000,0.000000,48.084183,36.206898,194.806946,194.721085,194.874084,194.568085
