id,time,pos,open,high,low,close,volume,bidVolume,askVolume,vwap,calc__label:smaLow14__tf:same__id:sma__source:low__length:14__out:value,calc__label:emaOpen21__tf:same__id:ema__source:open__length:21__out:value,calc__label:vwmaHigh120__tf:same__id:vwma__source:high__length:120__out:value,calc__label:wmaLow31__tf:same__id:wma__source:low__length:31__out:value,calc__label:rmaHigh40__tf:same__id:rma__source:high__length:40__out:value,calc__label:hmaOpen150__tf:same__id:hma__source:open__length:150__out:value,calc__label:crossaboveHighSma20__tf:same__id:crossabove__series1:high__series2:sma20__out:value,calc__label:crossbelowHighSma20__tf:same__id:crossbelow__series1:high__series2:sma20__out:value,calc__label:stdDevLow22__tf:same__id:stdev__source:low__length:22__out:value,calc__label:changeHigh8__tf:same__id:change__source:high__length:8__out:value,calc__label:truerange__tf:same__id:truerange__out:value,calc__label:linearRegressionHigh35__tf:same__id:linreg__source:high__length:35__out:value,calc__label:pivothigh5__tf:same__id:pivothigh__source:high__length:5__out:value,calc__label:pivotlow5__tf:same__id:pivotlow__source:low__length:5__out:value,calc__label:rateofchangeOpen36__tf:same__id:rateofchange__source:open__length:36__out:value,calc__label:sumLow250__tf:same__id:sum__source:low__length:250__out:value,calc__label:cumulativeLow__tf:same__id:cumulative__source:low__out:value,calc__label:atr18__tf:same__id:atr__length:18__out:value,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:top,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:mid,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:bot,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:macd,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:signal,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:hist,calc__label:rsiLow21__tf:same__id:rsi__source:low__length:21__out:value,calc__label:stochasticOpen14__tf:same__id:stochastic__source:open__high:high__low:low__length:14__out:value,calc__label:vwapOpenDaily__tf:same__id:vwap__source:open__resetCondition:daily__out:value,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:vwap,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:top1,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:bot1
1756677600000000000,1756677600000,1452100,4338.25,4341.5,4321,4321,2444,1130,1314,4330.227393617021,4321.00,4338.25,4341.50,4321.00,4341.50,4338.25,0.00,0.00,0.00,0.00,20.50,4326.40,0.00,0.00,0.00,0.00,4321.00,20.50,4321.00,4321.00,4321.00,0.00,0.00,0.00,0.00,84.15,4338.25,4321.00,4321.00,4321.00
1756678395500000000,1756678395500,1452101,4320.75,4321,4314,4318.75,3413,1096,2317,4318.246703779666,4317.50,4326.58,4329.55,4316.33,4340.99,4330.47,0.00,0.00,0.00,-20.50,7.00,4326.40,0.00,0.00,0.00,0.00,8635.00,19.75,4317.50,4317.50,4317.50,0.00,0.00,0.00,100.00,24.55,4328.05,4316.92,4319.71,4314.13
1756679257000000000,1756679257000,1452102,4317,4322.75,4312.75,4318.25,2250,1658,592,4316.163333333333,4315.92,4321.79,4327.67,4314.54,4340.53,4326.13,0.00,0.00,0.00,-18.75,10.00,4326.40,0.00,0.00,0.00,0.00,12947.75,19.21,4315.92,4315.92,4315.92,0.00,0.00,0.00,0.00,14.78,4324.98,4315.76,4318.85,4312.67
1756680052500000000,1756680052500,1452103,4318,4320.75,4311.5,4311.5,2719,1742,977,4317.036134608312,4314.81,4320.28,4325.93,4313.33,4340.04,4323.79,0.00,0.00,0.00,-20.75,9.25,4326.40,0.00,0.00,0.00,0.00,17259.25,18.66,4314.81,4314.81,4314.81,0.00,0.00,0.00,0.00,21.67,4323.23,4314.69,4318.03,4311.35
1756680914000000000,1756680914000,1452104,4312.25,4315.25,4304.75,4305.5,1747,982,765,4309.267458500286,4312.80,4317.60,4324.45,4310.47,4339.42,4321.73,0.00,0.00,0.00,-26.25,10.50,4326.40,0.00,0.00,0.00,0.00,21564.00,18.20,4312.80,4312.80,4312.80,0.00,0.00,0.00,0.00,20.41,4321.71,4313.31,4318.36,4308.26
1756681710500000000,1756681710500,1452105,4306,4307.25,4300.75,4305,3101,2180,921,4304.480409545308,4310.79,4314.29,4321.04,4307.69,4338.61,4319.60,0.00,4307.25,0.00,-34.25,6.50,4326.40,0.00,4300.75,0.00,0.00,25864.75,17.55,4310.79,4310.79,4310.79,0.00,0.00,0.00,0.00,12.88,4318.60,4310.83,4318.03,4303.63
1756682571000000000,1756682571000,1452106,4305.75,4312.75,4304.75,4307.5,1951,1231,720,4309.361096873398,4309.93,4312.15,4320.13,4306.96,4337.97,4317.74,4304.75,0.00,0.00,-28.75,8.00,4326.40,0.00,0.00,0.00,0.00,30169.50,17.02,4309.93,4309.93,4309.93,0.00,0.00,0.00,0.00,12.27,4317.18,4310.15,4317.31,4303.00
1756683367500000000,1756683367500,1452107,4307.25,4315,4307.25,4313,2258,639,1619,4310.96423826395,4309.59,4311.06,4319.54,4307.02,4337.39,4316.25,0.00,0.00,0.00,-26.50,7.75,4326.40,0.00,0.00,0.00,0.00,34476.75,16.51,4309.59,4309.59,4309.59,0.00,0.00,0.00,40.51,15.95,4316.05,4309.82,4316.65,4303.00
1756684229000000000,1756684229000,1452108,4313.25,4313.75,4304.75,4311.75,1772,1052,720,4309.078583521445,4309.06,4311.50,4319.07,4306.57,4336.80,4315.30,0.00,0.00,0.00,-27.75,9.00,4326.40,0.00,0.00,0.00,0.00,38781.50,16.09,4309.06,4309.06,4309.06,0.00,0.00,0.00,39.99,30.67,4315.82,4309.41,4316.15,4302.66
1756685024500000000,1756685024500,1452109,4312.25,4321,4309.25,4318,2070,1085,985,4315.209782608696,4309.08,4311.64,4319.24,4307.05,4336.41,4314.64,0.00,0.00,0.00,0.00,11.75,4326.40,0.00,0.00,0.00,0.00,43090.75,15.85,4309.08,4309.08,4309.08,0.00,0.00,0.00,41.40,28.22,4315.51,4309.39,4315.84,4302.95
